Lu_Zhang_0031	Junfei_Qiao_0001
Xiao_Liang_0005	Chuan_Zhang_0001
Fei-Fei_Li_0001	Michael_Stark_0003
Michael_Stark_0003	Fei-Fei_Li_0001
Fei-Fei_Li_0001	Jia_Deng_0001
Jia_Deng_0001	Fei-Fei_Li_0001
Jia_Deng_0001	Michael_Stark_0003
Michael_Stark_0003	Jia_Deng_0001
Li_Zhang_0006	Ying_Chen_0011
Ying_Chen_0011	Li_Zhang_0006
Li_Zhang_0006	Xin_Zhao_0003
Xin_Zhao_0003	Li_Zhang_0006
Li_Zhang_0006	Xiang_Li_0003
Xiang_Li_0003	Li_Zhang_0006
Xiang_Li_0003	Xin_Zhao_0003
Xin_Zhao_0003	Xiang_Li_0003
Xin_Zhao_0003	Ying_Chen_0011
Ying_Chen_0011	Xin_Zhao_0003
Ying_Chen_0011	Karsten_Mller_0001
Karsten_Mller_0001	Ying_Chen_0011
Diogo_Gomes_0001	Mrio_Antunes_0001
Mrio_Antunes_0001	Diogo_Gomes_0001
Xiaolong_Zhang_0002	Li_Chen_0011
Li_Chen_0011	Xiaolong_Zhang_0002
Xiaolong_Zhang_0002	Xin_Xu_0007
Xin_Xu_0007	Xiaolong_Zhang_0002
Xiaolong_Zhang_0002	Jing_Tian_0002
Jing_Tian_0002	Xiaolong_Zhang_0002
Hong_Zhang_0022	Xin_Xu_0007
Xin_Xu_0007	Hong_Zhang_0022
Jing_Tian_0002	Li_Chen_0011
Li_Chen_0011	Jing_Tian_0002
Li_Chen_0011	Xin_Xu_0007
Xin_Xu_0007	Li_Chen_0011
Yan_Xu_0005	Junhua_Zhao_0001
Junhua_Zhao_0001	Yan_Xu_0005
Jianguo_Zhang_0001	Xiang_Li_0032
Xiang_Li_0032	Jianguo_Zhang_0001
Tianqi_Yang_0002	Xin_Chen_0021
Xin_Chen_0021	Tianqi_Yang_0002
Elena_Garces_0001	Yuki_Koyama_0001
Yuki_Koyama_0001	Elena_Garces_0001
Elena_Garces_0001	Richard_Harper_0001
Richard_Harper_0001	Elena_Garces_0001
Richard_Harper_0001	Yuki_Koyama_0001
Yuki_Koyama_0001	Richard_Harper_0001
Lei_Xie_0002	Peng_Zhang_0011
Peng_Zhang_0011	Lei_Xie_0002
Lei_Xie_0002	Hao_Li_0011
Hao_Li_0011	Lei_Xie_0002
Peng_Zhang_0011	Hao_Li_0011
Hao_Li_0011	Peng_Zhang_0011
Yue_Zhao_0005	Yalin_Wang_0007
Yalin_Wang_0007	Yue_Zhao_0005
Jing_Tang_0001	Xuefeng_Chen_0001
Xuefeng_Chen_0001	Jing_Tang_0001
Jorge_Batista_0001	Pedro_Martins_0004
Pedro_Martins_0004	Jorge_Batista_0001
Bo_Hu_0002	Nan_Zhao_0001
Nan_Zhao_0001	Bo_Hu_0002
Bo_Hu_0002	Hui_Feng_0001
Hui_Feng_0001	Bo_Hu_0002
Bo_Hu_0002	Tao_Yang_0008
Tao_Yang_0008	Bo_Hu_0002
Tao_Yang_0008	Nan_Zhao_0001
Nan_Zhao_0001	Tao_Yang_0008
Tao_Yang_0008	Hui_Feng_0001
Hui_Feng_0001	Tao_Yang_0008
Nan_Zhao_0001	Hui_Feng_0001
Hui_Feng_0001	Nan_Zhao_0001
Lin_Sun_0004	Bin_Dai_0001
Bin_Dai_0001	Lin_Sun_0004
Lin_Sun_0004	Tao_Wu_0001
Tao_Wu_0001	Lin_Sun_0004
Bin_Dai_0001	Tao_Wu_0001
Tao_Wu_0001	Bin_Dai_0001
Markus_Mller_0001	Satoshi_Nakamura_0001
Satoshi_Nakamura_0001	Markus_Mller_0001
Satoshi_Nakamura_0001	Jingyi_Zhang_0001
Jingyi_Zhang_0001	Satoshi_Nakamura_0001
Nam_Pham_Ngoc_0001	Anh_T._Pham_0002
Anh_T._Pham_0002	Nam_Pham_Ngoc_0001
Pawan_Goyal_0002	Animesh_Mukherjee_0001
Animesh_Mukherjee_0001	Pawan_Goyal_0002
Pawan_Goyal_0002	Mayank_Singh_0001
Mayank_Singh_0001	Pawan_Goyal_0002
Animesh_Mukherjee_0001	Mayank_Singh_0001
Mayank_Singh_0001	Animesh_Mukherjee_0001
Xin_Li_0001	Xiaoming_Chen_0003
Xiaoming_Chen_0003	Xin_Li_0001
Frank_Jiang_0001	Hung_T._Nguyen_0001
Hung_T._Nguyen_0001	Frank_Jiang_0001
Konstantinos_Efstathiou_0001	Tobias_Isenberg_0001
Tobias_Isenberg_0001	Konstantinos_Efstathiou_0001
Jingjing_Li_0001	Ke_Lu_0001
Ke_Lu_0001	Jingjing_Li_0001
Lei_Zhang_0060	Jun_Li_0048
Jun_Li_0048	Lei_Zhang_0060
Weirong_Liu_0001	Jun_Peng_0001
Jun_Peng_0001	Weirong_Liu_0001
Weirong_Liu_0001	Shuo_Li_0006
Shuo_Li_0006	Weirong_Liu_0001
Jun_Peng_0001	Shuo_Li_0006
Shuo_Li_0006	Jun_Peng_0001
Hao_Feng_0006	Jing_Li_0011
Jing_Li_0011	Hao_Feng_0006
Kun_Sun_0001	Yue_Li_0002
Yue_Li_0002	Kun_Sun_0001
David_Gmez_0001	Pablo_Garrido_0002
Pablo_Garrido_0002	David_Gmez_0001
Bo_Wang_0017	Chao_Wang_0028
Chao_Wang_0028	Bo_Wang_0017
Hao_Chen_0014	Shuang_Zhou_0002
Shuang_Zhou_0002	Hao_Chen_0014
David_Vzquez_0001	Antonio_M._Lpez_0001
Antonio_M._Lpez_0001	David_Vzquez_0001
Chao_Ren_0001	Long_Yang_0002
Long_Yang_0002	Chao_Ren_0001
Chao_Ren_0001	Jian_Chen_0002
Jian_Chen_0002	Chao_Ren_0001
Long_Yang_0002	Jian_Chen_0002
Jian_Chen_0002	Long_Yang_0002
Jie_Tang_0001	Jie_Chen_0025
Jie_Chen_0025	Jie_Tang_0001
Jie_Tang_0001	Xin_Li_0033
Xin_Li_0033	Jie_Tang_0001
Jie_Tang_0001	Li_Liu_0030
Li_Liu_0030	Jie_Tang_0001
Li_Liu_0030	Xin_Li_0033
Xin_Li_0033	Li_Liu_0030
Jun_Wang_0024	Shitong_Wang_0001
Shitong_Wang_0001	Jun_Wang_0024
Wei_Quan_0001	Fei_Song_0001
Fei_Song_0001	Wei_Quan_0001
Yang_Lu_0008	Ke_Xiong_0001
Ke_Xiong_0001	Yang_Lu_0008
Yang_Lu_0008	Yu_Zhang_0042
Yu_Zhang_0042	Yang_Lu_0008
Yu_Zhang_0042	Ke_Xiong_0001
Ke_Xiong_0001	Yu_Zhang_0042
Xu_Li_0007	Ke_Xiong_0001
Ke_Xiong_0001	Xu_Li_0007
Xu_Li_0007	Ying_Liu_0023
Ying_Liu_0023	Xu_Li_0007
Ying_Liu_0023	Ke_Xiong_0001
Ke_Xiong_0001	Ying_Liu_0023
Bin_Liu_0004	Shailendra_Singh_0004
Shailendra_Singh_0004	Bin_Liu_0004
Lei_Chen_0029	Qing_Yang_0003
Qing_Yang_0003	Lei_Chen_0029
Andr_Rodrigues_0001	Carlos_Herrera_0002
Carlos_Herrera_0002	Andr_Rodrigues_0001
Hang_Ma_0002	Yan_Chen_0007
Yan_Chen_0007	Hang_Ma_0002
Hang_Ma_0002	Beibei_Wang_0001
Beibei_Wang_0001	Hang_Ma_0002
Wei_Li_0067	Yan_Chen_0007
Yan_Chen_0007	Wei_Li_0067
Yi_Han_0002	Beibei_Wang_0001
Beibei_Wang_0001	Yi_Han_0002
Yi_Han_0002	Chen_Chen_0011
Chen_Chen_0011	Yi_Han_0002
Yi_Han_0002	Yan_Chen_0007
Yan_Chen_0007	Yi_Han_0002
Yan_Chen_0007	Beibei_Wang_0001
Beibei_Wang_0001	Yan_Chen_0007
Yan_Chen_0007	Chen_Chen_0011
Chen_Chen_0011	Yan_Chen_0007
Anh_Nguyen_0001	Tam_Vu_0001
Tam_Vu_0001	Anh_Nguyen_0001
Chi_Zhang_0018	Xinyu_Zhang_0003
Xinyu_Zhang_0003	Chi_Zhang_0018
Xinyu_Zhang_0003	Tam_Vu_0001
Tam_Vu_0001	Xinyu_Zhang_0003
Yuan_Wu_0001	Li_Ping_Qian_0001
Li_Ping_Qian_0001	Yuan_Wu_0001
Yuan_Wu_0001	Liping_Qian_0001
Liping_Qian_0001	Yuan_Wu_0001
Yuan_Wu_0001	Wei_Zhang_0001
Wei_Zhang_0001	Yuan_Wu_0001
Wei_Wang_0171	Wei_Zhang_0001
Wei_Zhang_0001	Wei_Wang_0171
Liang_Huang_0006	Li_Ping_Qian_0001
Li_Ping_Qian_0001	Liang_Huang_0006
Li_Ping_Qian_0001	Wei_Zhang_0001
Wei_Zhang_0001	Li_Ping_Qian_0001
Guodong_Wang_0002	Jun_Huang_0002
Jun_Huang_0002	Guodong_Wang_0002
Guodong_Wang_0002	Jun_Li_0002
Jun_Li_0002	Guodong_Wang_0002
Jun_Li_0002	Jun_Huang_0002
Jun_Huang_0002	Jun_Li_0002
Qi_Qi_0001	Jing_Wang_0039
Jing_Wang_0039	Qi_Qi_0001
Qi_Qi_0001	Lei_Zhang_0094
Lei_Zhang_0094	Qi_Qi_0001
Qi_Qi_0001	Jingyu_Wang_0001
Jingyu_Wang_0001	Qi_Qi_0001
Lei_Zhang_0094	Jingyu_Wang_0001
Jingyu_Wang_0001	Lei_Zhang_0094
Jingyu_Wang_0001	Jing_Wang_0039
Jing_Wang_0039	Jingyu_Wang_0001
Wen_Zhou_0002	Shuang_Liu_0001
Shuang_Liu_0001	Wen_Zhou_0002
Wen_Zhou_0002	Zhong_Zhang_0001
Zhong_Zhang_0001	Wen_Zhou_0002
Shuang_Liu_0001	Zhong_Zhang_0001
Zhong_Zhang_0001	Shuang_Liu_0001
Xiangliang_Zhang_0001	Qing_Xie_0002
Qing_Xie_0002	Xiangliang_Zhang_0001
Xiangliang_Zhang_0001	Xin_Gao_0001
Xin_Gao_0001	Xiangliang_Zhang_0001
Peng_Yu_0001	Wenjing_Li_0001
Wenjing_Li_0001	Peng_Yu_0001
Peng_Yu_0001	Lei_Feng_0001
Lei_Feng_0001	Peng_Yu_0001
Peng_Yu_0001	Yang_Yang_0006
Yang_Yang_0006	Peng_Yu_0001
Wenjing_Li_0001	Lei_Feng_0001
Lei_Feng_0001	Wenjing_Li_0001
Wenjing_Li_0001	Yang_Yang_0006
Yang_Yang_0006	Wenjing_Li_0001
Yang_Yang_0006	Lei_Feng_0001
Lei_Feng_0001	Yang_Yang_0006
Peng_Cheng_0002	Xiaojing_Huang_0001
Xiaojing_Huang_0001	Peng_Cheng_0002
Peng_Cheng_0002	Zhuo_Chen_0001
Zhuo_Chen_0001	Peng_Cheng_0002
Xiaojing_Huang_0001	Zhuo_Chen_0001
Zhuo_Chen_0001	Xiaojing_Huang_0001
Jian_Chen_0016	Junjie_Wu_0002
Junjie_Wu_0002	Jian_Chen_0016
Yue_Wang_0005	Zhi_Zhou_0003
Zhi_Zhou_0003	Yue_Wang_0005
Peng_Liu_0024	Lizhe_Wang_0001
Lizhe_Wang_0001	Peng_Liu_0024
Huimin_Zhao_0001	Jie_Ren_0014
Jie_Ren_0014	Huimin_Zhao_0001
Qian_Zhang_0018	Ke_Sun_0006
Ke_Sun_0006	Qian_Zhang_0018
Zhixin_Liu_0001	Song_Han_0001
Song_Han_0001	Zhixin_Liu_0001
Zhixin_Liu_0001	Peng_Zhang_0056
Peng_Zhang_0056	Zhixin_Liu_0001
Lin_Li_0032	Yue_Huang_0001
Yue_Huang_0001	Lin_Li_0032
Xin_Chen_0006	Yue_Huang_0001
Yue_Huang_0001	Xin_Chen_0006
Peng_Sun_0002	Qinghua_Guo_0001
Qinghua_Guo_0001	Peng_Sun_0002
Peng_Sun_0002	Wei_Wang_0151
Wei_Wang_0151	Peng_Sun_0002
Qinghua_Guo_0001	Wei_Wang_0151
Wei_Wang_0151	Qinghua_Guo_0001
Qinghua_Guo_0001	Sheng_Wu_0001
Sheng_Wu_0001	Qinghua_Guo_0001
Yong_Ren_0001	Hui_Yu_0002
Hui_Yu_0002	Yong_Ren_0001
Yong_Ren_0001	Lei_Xu_0016
Lei_Xu_0016	Yong_Ren_0001
Yong_Ren_0001	Jian_Wang_0030
Jian_Wang_0030	Yong_Ren_0001
Yong_Ren_0001	Jingjing_Wang_0001
Jingjing_Wang_0001	Yong_Ren_0001
Yong_Ren_0001	Yu_Gan_0002
Yu_Gan_0002	Yong_Ren_0001
Yong_Ren_0001	Haijun_Zhang_0001
Haijun_Zhang_0001	Yong_Ren_0001
Jian_Wang_0030	Yu_Gan_0002
Yu_Gan_0002	Jian_Wang_0030
Haijun_Zhang_0001	Fang_Fang_0005
Fang_Fang_0005	Haijun_Zhang_0001
Xin_Li_0003	Kang_Zhang_0002
Kang_Zhang_0002	Xin_Li_0003
Xin_Li_0003	Jun_Hong_0001
Jun_Hong_0001	Xin_Li_0003
Jun_Hong_0001	Kang_Zhang_0002
Kang_Zhang_0002	Jun_Hong_0001
Hai_Lin_0001	Xu_Zhu_0001
Xu_Zhu_0001	Hai_Lin_0001
Hai_Lin_0001	Yi_Huang_0001
Yi_Huang_0001	Hai_Lin_0001
Yi_Huang_0001	Xu_Zhu_0001
Xu_Zhu_0001	Yi_Huang_0001
Christine_Julien_0001	Sajal_K._Das_0001
Sajal_K._Das_0001	Christine_Julien_0001
Ning_Chen_0008	Feng_Xia_0001
Feng_Xia_0001	Ning_Chen_0008
Ning_Chen_0008	Tie_Qiu_0001
Tie_Qiu_0001	Ning_Chen_0008
Li_Liu_0013	Sajal_K._Das_0001
Sajal_K._Das_0001	Li_Liu_0013
Li_Liu_0013	Feng_Xia_0001
Feng_Xia_0001	Li_Liu_0013
Tie_Qiu_0001	Feng_Xia_0001
Feng_Xia_0001	Tie_Qiu_0001
Sajal_K._Das_0001	Feng_Xia_0001
Feng_Xia_0001	Sajal_K._Das_0001
Ejaz_Ahmed_0003	Feng_Xia_0001
Feng_Xia_0001	Ejaz_Ahmed_0003
Xi_Wu_0004	Yan_Wang_0015
Yan_Wang_0015	Xi_Wu_0004
Xi_Wu_0004	Yi_Zhang_0018
Yi_Zhang_0018	Xi_Wu_0004
Geng_Chen_0001	Pei_Zhang_0002
Pei_Zhang_0002	Geng_Chen_0001
Yi_Zhang_0018	Yan_Wang_0015
Yan_Wang_0015	Yi_Zhang_0018
Feng_Shi_0001	Yan_Wang_0015
Yan_Wang_0015	Feng_Shi_0001
Feng_Shi_0001	Pei_Zhang_0002
Pei_Zhang_0002	Feng_Shi_0001
Yan_Wang_0015	Pei_Zhang_0002
Pei_Zhang_0002	Yan_Wang_0015
Xiaoxuan_Lu_0001	Hao_Jiang_0008
Hao_Jiang_0008	Xiaoxuan_Lu_0001
Ming_Jin_0002	Hao_Jiang_0008
Hao_Jiang_0008	Ming_Jin_0002
Lin_Gao_0001	Peng_Wang_0012
Peng_Wang_0012	Lin_Gao_0001
Lin_Gao_0001	Yuan_Luo_0005
Yuan_Luo_0005	Lin_Gao_0001
Peng_Wang_0012	Brian_Davis_0001
Brian_Davis_0001	Peng_Wang_0012
Bo_Yu_0011	Fang_Chen_0004
Fang_Chen_0004	Bo_Yu_0011
Jie_Chen_0003	Bin_Xin_0002
Bin_Xin_0002	Jie_Chen_0003
Jie_Chen_0003	Hao_Fang_0001
Hao_Fang_0001	Jie_Chen_0003
Bin_Xin_0002	Hao_Fang_0001
Hao_Fang_0001	Bin_Xin_0002
Weiwei_Sun_0007	Xiaojun_Wan_0001
Xiaojun_Wan_0001	Weiwei_Sun_0007
Weiwei_Sun_0007	Xun_Zhang_0006
Xun_Zhang_0006	Weiwei_Sun_0007
Xun_Zhang_0006	Xiaojun_Wan_0001
Xiaojun_Wan_0001	Xun_Zhang_0006
Xuan_Zhou_0001	Cheng_Wan_0002
Cheng_Wan_0002	Xuan_Zhou_0001
Jiang_Wang_0002	Haitao_Yu_0001
Haitao_Yu_0001	Jiang_Wang_0002
Jiang_Wang_0002	Chen_Liu_0003
Chen_Liu_0003	Jiang_Wang_0002
Jiang_Wang_0002	Bin_Deng_0001
Bin_Deng_0001	Jiang_Wang_0002
Haitao_Yu_0001	Bin_Deng_0001
Bin_Deng_0001	Haitao_Yu_0001
Haitao_Yu_0001	Chen_Liu_0003
Chen_Liu_0003	Haitao_Yu_0001
Chen_Liu_0003	Bin_Deng_0001
Bin_Deng_0001	Chen_Liu_0003
Matthew_Johnson_0002	Lars_Nagel_0001
Lars_Nagel_0001	Matthew_Johnson_0002
Xiangyu_Zhang_0006	Jian_Sun_0001
Jian_Sun_0001	Xiangyu_Zhang_0006
Thomas_Kaiser_0001	Wei_Jiang_0002
Wei_Jiang_0002	Thomas_Kaiser_0001
Jian_Tang_0003	Jian_Zhang_0054
Jian_Zhang_0054	Jian_Tang_0003
Jian_Tang_0003	Wen_Yu_0001
Wen_Yu_0001	Jian_Tang_0003
Jian_Zhang_0054	Wen_Yu_0001
Wen_Yu_0001	Jian_Zhang_0054
Peter_Bell_0001	Ahmed_Ali_0002
Ahmed_Ali_0002	Peter_Bell_0001
Ying_Liu_0024	Dan_Li_0001
Dan_Li_0001	Ying_Liu_0024
Haoyuan_Li_0001	Ali_Ghodsi_0002
Ali_Ghodsi_0002	Haoyuan_Li_0001
Feng_Liu_0020	Jian-Jun_Wang_0001
Jian-Jun_Wang_0001	Feng_Liu_0020
Jian_Sun_0013	Wensheng_Zhang_0004
Wensheng_Zhang_0004	Jian_Sun_0013
Xin_Wang_0074	Xiaodong_Liu_0001
Xiaodong_Liu_0001	Xin_Wang_0074
Wei_Lu_0005	Xiaodong_Liu_0001
Xiaodong_Liu_0001	Wei_Lu_0005
Xin_Wang_0056	Wei_Zhang_0002
Wei_Zhang_0002	Xin_Wang_0056
Yu_Zhang_0034	Zhigang_Li_0003
Zhigang_Li_0003	Yu_Zhang_0034
Jian_Gao_0003	Yang_Shi_0001
Yang_Shi_0001	Jian_Gao_0003
Yang_Liu_0005	Yiqun_Liu_0001
Yiqun_Liu_0001	Yang_Liu_0005
Yang_Liu_0005	Meng_Zhang_0019
Meng_Zhang_0019	Yang_Liu_0005
Yiqun_Liu_0001	Meng_Zhang_0019
Meng_Zhang_0019	Yiqun_Liu_0001
Xi_Wang_0001	Yi_Zhu_0005
Yi_Zhu_0005	Xi_Wang_0001
Zheng_Chang_0001	Chen_Xu_0002
Chen_Xu_0002	Zheng_Chang_0001
Qi_Wu_0003	Xin-She_Yang_0001
Xin-She_Yang_0001	Qi_Wu_0003
Fernando_Daz_0001	Xin-She_Yang_0001
Xin-She_Yang_0001	Fernando_Daz_0001
Fernando_Daz_0001	Pedro_Lpez-Garca_0002
Pedro_Lpez-Garca_0002	Fernando_Daz_0001
Xin-She_Yang_0001	Pedro_Lpez-Garca_0002
Pedro_Lpez-Garca_0002	Xin-She_Yang_0001
Lixia_Zhang_0001	Yu_Zhang_0036
Yu_Zhang_0036	Lixia_Zhang_0001
Yue_Zhang_0009	Thomas_Schultz_0001
Thomas_Schultz_0001	Yue_Zhang_0009
Beibei_Wang_0002	Lu_Wang_0007
Lu_Wang_0007	Beibei_Wang_0002
Kun_She_0001	Xin_Wang_0027
Xin_Wang_0027	Kun_She_0001
Liang_Gao_0001	Xinyu_Li_0001
Xinyu_Li_0001	Liang_Gao_0001
Fei_Zhou_0001	Xiaoling_Hu_0002
Xiaoling_Hu_0002	Fei_Zhou_0001
Feng_Bao_0002	Ruiping_Wang_0001
Ruiping_Wang_0001	Feng_Bao_0002
Ruiping_Wang_0001	Yan_Li_0014
Yan_Li_0014	Ruiping_Wang_0001
Hao_Zhu_0005	Qing_Wang_0006
Qing_Wang_0006	Hao_Zhu_0005
Guoqing_Zhang_0002	Lei_Feng_0003
Lei_Feng_0003	Guoqing_Zhang_0002
Yang_Chen_0007	Xiaoyan_Sun_0002
Xiaoyan_Sun_0002	Yang_Chen_0007
Lei_Zhang_0054	Fei_Li_0011
Fei_Li_0011	Lei_Zhang_0054
Lei_Zhang_0054	Wei_Wei_0008
Wei_Wei_0008	Lei_Zhang_0054
Fei_Li_0011	Wei_Wei_0008
Wei_Wei_0008	Fei_Li_0011
Tao_Zhang_0021	Zhe_Zhang_0014
Zhe_Zhang_0014	Tao_Zhang_0021
Xiao_Liu_0004	Yezheng_Liu_0001
Yezheng_Liu_0001	Xiao_Liu_0004
Di_Yuan_0001	Lei_Lei_0001
Lei_Lei_0001	Di_Yuan_0001
Di_Yuan_0001	Qing_He_0002
Qing_He_0002	Di_Yuan_0001
Hong_Zhang_0012	Hui_Zhao_0012
Hui_Zhao_0012	Hong_Zhang_0012
Yue_Hu_0003	Xin_Lu_0001
Xin_Lu_0001	Yue_Hu_0003
Yang_Wang_0053	Xiong_Wang_0001
Xiong_Wang_0001	Yang_Wang_0053
Sheng_Wang_0006	Xiong_Wang_0001
Xiong_Wang_0001	Sheng_Wang_0006
Taehwan_Kim_0003	Hao_Tang_0002
Hao_Tang_0002	Taehwan_Kim_0003
Wei_Wang_0198	Jie_Lu_0001
Jie_Lu_0001	Wei_Wang_0198
Wei_Wang_0198	Guangquan_Zhang_0001
Guangquan_Zhang_0001	Wei_Wang_0198
Jie_Lu_0001	Guangquan_Zhang_0001
Guangquan_Zhang_0001	Jie_Lu_0001
Hong_Chen_0001	Cuiping_Li_0001
Cuiping_Li_0001	Hong_Chen_0001
Hong_Chen_0001	Hui_Peng_0002
Hui_Peng_0002	Hong_Chen_0001
Hui_Peng_0002	Cuiping_Li_0001
Cuiping_Li_0001	Hui_Peng_0002
Jing_Liu_0001	Yong_Li_0034
Yong_Li_0034	Jing_Liu_0001
Yu_Luo_0001	Zheng_Peng_0001
Zheng_Peng_0001	Yu_Luo_0001
Dong_Wang_0013	Zhiyong_Zhang_0001
Zhiyong_Zhang_0001	Dong_Wang_0013
Jun_Shi_0004	Qi_Zhang_0003
Qi_Zhang_0003	Jun_Shi_0004
Jie_Zhang_0006	Hui_Yang_0006
Hui_Yang_0006	Jie_Zhang_0006
Li_Zhang_0002	Kai_Zhu_0002
Kai_Zhu_0002	Li_Zhang_0002
Bin_Hu_0008	Tao_Li_0017
Tao_Li_0017	Bin_Hu_0008
Weidong_Zhang_0005	Wei_Zhang_0066
Wei_Zhang_0066	Weidong_Zhang_0005
Pan_Li_0001	Qi_Jia_0002
Qi_Jia_0002	Pan_Li_0001
Pan_Li_0001	Ming_Li_0006
Ming_Li_0006	Pan_Li_0001
Ming_Li_0006	Qi_Jia_0002
Qi_Jia_0002	Ming_Li_0006
David_B._Smith_0001	Jie_Dong_0002
Jie_Dong_0002	David_B._Smith_0001
Xin_Liu_0002	Minghua_Chen_0001
Minghua_Chen_0001	Xin_Liu_0002
Minghua_Chen_0001	Lei_Deng_0001
Lei_Deng_0001	Minghua_Chen_0001
Lei_Deng_0001	Wenjie_Zhang_0003
Wenjie_Zhang_0003	Lei_Deng_0001
Jie_Liang_0001	Xing_Wang_0003
Xing_Wang_0003	Jie_Liang_0001
Jun_Zhang_0024	Liang_Xiao_0001
Liang_Xiao_0001	Jun_Zhang_0024
Peng_Zhang_0003	Yan_Wu_0003
Yan_Wu_0003	Peng_Zhang_0003
Peng_Zhang_0003	Zeyu_Wang_0002
Zeyu_Wang_0002	Peng_Zhang_0003
Peng_Zhang_0003	Ming_Li_0004
Ming_Li_0004	Peng_Zhang_0003
Yan_Wu_0003	Zeyu_Wang_0002
Zeyu_Wang_0002	Yan_Wu_0003
Yan_Wu_0003	Ming_Li_0004
Ming_Li_0004	Yan_Wu_0003
Ming_Li_0004	Zeyu_Wang_0002
Zeyu_Wang_0002	Ming_Li_0004
Min_H._Kim_0001	Joo_Ho_Lee_0003
Joo_Ho_Lee_0003	Min_H._Kim_0001
Yuan_Yuan_0001	Lei_Qi_0004
Lei_Qi_0004	Yuan_Yuan_0001
Yuan_Yuan_0001	Yang_Xue_0001
Yang_Xue_0001	Yuan_Yuan_0001
Yuan_Yuan_0001	Qi_Wang_0009
Qi_Wang_0009	Yuan_Yuan_0001
Yi_Tang_0003	Qi_Wang_0009
Qi_Wang_0009	Yi_Tang_0003
Yi_Tang_0003	Hong_Chen_0004
Hong_Chen_0004	Yi_Tang_0003
Qi_Wang_0009	Hong_Chen_0004
Hong_Chen_0004	Qi_Wang_0009
Weidong_Zhang_0004	Bo_Pang_0002
Bo_Pang_0002	Weidong_Zhang_0004
Jie_Chen_0024	Chang_Liu_0003
Chang_Liu_0003	Jie_Chen_0024
Ming_Gao_0006	Li_Sheng_0002
Li_Sheng_0002	Ming_Gao_0006
Weibo_Wang_0003	Li_Sheng_0002
Li_Sheng_0002	Weibo_Wang_0003
Xinhong_Hei_0001	Lei_Wang_0030
Lei_Wang_0030	Xinhong_Hei_0001
Qi_Zhang_0022	Yong_Hu_0002
Yong_Hu_0002	Qi_Zhang_0022
Qi_Zhang_0022	Yong_Deng_0001
Yong_Deng_0001	Qi_Zhang_0022
Yong_Hu_0002	Yong_Deng_0001
Yong_Deng_0001	Yong_Hu_0002
Jun_Xu_0024	Shuai_Wang_0011
Shuai_Wang_0011	Jun_Xu_0024
Jun_Xu_0024	Peng_Liu_0005
Peng_Liu_0005	Jun_Xu_0024
Peng_Liu_0005	Shuai_Wang_0011
Shuai_Wang_0011	Peng_Liu_0005
Bin_Yu_0003	Hao_Hu_0005
Hao_Hu_0005	Bin_Yu_0003
Xiaohua_Hu_0001	Ming_Zhang_0004
Ming_Zhang_0004	Xiaohua_Hu_0001
Qiang_Wang_0001	Yi_Shen_0001
Yi_Shen_0001	Qiang_Wang_0001
Qiang_Wang_0001	Dan_Li_0014
Dan_Li_0014	Qiang_Wang_0001
Yi_Shen_0001	Lin_Liu_0005
Lin_Liu_0005	Yi_Shen_0001
Yi_Shen_0001	Dan_Li_0014
Dan_Li_0014	Yi_Shen_0001
Li_Liu_0022	Ning_Sun_0003
Ning_Sun_0003	Li_Liu_0022
Manuel_Ricardo_0001	Saravanan_Kandasamy_0001
Saravanan_Kandasamy_0001	Manuel_Ricardo_0001
Hua_Zhang_0003	Kai_Shi_0002
Kai_Shi_0002	Hua_Zhang_0003
Cheng_Li_0004	Yao_Yao_0001
Yao_Yao_0001	Cheng_Li_0004
Cheng_Li_0004	Bin_Xia_0001
Bin_Xia_0001	Cheng_Li_0004
Cheng_Li_0004	Zhiyong_Chen_0002
Zhiyong_Chen_0002	Cheng_Li_0004
Ying_Cui_0001	Ran_Liu_0010
Ran_Liu_0010	Ying_Cui_0001
Ying_Cui_0001	Hui_Liu_0011
Hui_Liu_0011	Ying_Cui_0001
Yao_Yao_0001	Zhiyong_Chen_0002
Zhiyong_Chen_0002	Yao_Yao_0001
Yao_Yao_0001	Bin_Xia_0001
Bin_Xia_0001	Yao_Yao_0001
Ling_Luo_0004	Bin_Xia_0001
Bin_Xia_0001	Ling_Luo_0004
Ling_Luo_0004	Zhiyong_Chen_0002
Zhiyong_Chen_0002	Ling_Luo_0004
Zhiyong_Chen_0002	Bin_Xia_0001
Bin_Xia_0001	Zhiyong_Chen_0002
Zhiyong_Chen_0002	Hui_Liu_0011
Hui_Liu_0011	Zhiyong_Chen_0002
David_Williams_0002	Po_Yang_0001
Po_Yang_0001	David_Williams_0002
Jihui_Zhang_0006	Wen_Zhang_0002
Wen_Zhang_0002	Jihui_Zhang_0006
Aihua_Zhang_0003	Zhiqiang_Zhang_0006
Zhiqiang_Zhang_0006	Aihua_Zhang_0003
Bin_Luo_0001	Xinpeng_Zhang_0001
Xinpeng_Zhang_0001	Bin_Luo_0001
Jin_Zhang_0015	Chen_Peng_0001
Chen_Peng_0001	Jin_Zhang_0015
Bin_Yan_0002	Jian_Chen_0025
Jian_Chen_0025	Bin_Yan_0002
Tao_Li_0013	Shiping_Chen_0002
Shiping_Chen_0002	Tao_Li_0013
Lin_Zhang_0023	Ming_Jiang_0002
